author,comment,"Labeling (1=Pro 2=Kontra, 3=Netral)",likeCount,replyCount,publishedAt,cleaning
@vanzaavenuest4276,Ohh ke kota SARANJANA???<br>Apakah ini yang dinamakan<br>Jin lebih tahu terlebih dulu<br>Bahwa kalimantan akan jadi<br>Kota yang megah &amp; MODERN!!!,3,0,0,2023-09-16T18:31:28Z,Ohh ke kota SARANJANA Apakah ini yang dinamakan Jin lebih tahu terlebih dulu Bahwa kalimantan akan jadi Kota yang megah dan MODERN
@rioshanniofficial8565,"Jakarta masih kecil di banding Tokyo, Indonesia memang juaranya Gonta ganti ibukota negara",2,0,0,2023-09-15T21:40:03Z,Jakarta masih kecil di banding Tokyo Indonesia memang juaranya Gonta ganti ibukota negara
@taslim403,Mimpi di siang bolong,2,0,0,2023-09-15T20:58:10Z,Mimpi di siang bolong
@joisandi4914,Buat indonesia kembar sunda nusantara gk bisa ya pindah di kalimantan,3,0,0,2023-09-15T18:17:52Z,Buat indonesia kembar sunda nusantara gak bisa ya pindah di kalimantan
@vikisugiri1391,DUIT dari mana bangun IKN...???????,3,1,1,2023-09-15T16:35:07Z,DUIT dari mana bangun IKN
@daffaikan,Kaya sih bakal selesai di tahun 2030 yah karena sudah banyak yang sudah terbuat semoga biar lebih cepat amin biar Indonesia bisa jadi ekonomi paling kaya di dunia amin,1,0,0,2023-09-15T11:02:57Z,Kaya sih bakal selesai di tahun  ya karena sudah banyak yang sudah terbuat semoga biar lebih cepat amin biar Indonesia bisa jadi ekonomi paling kaya di dunia amin
@rajagorganasution9294,"Buat apa kamu nanya ,",3,0,0,2023-09-15T07:21:51Z,Buat apa kamu nanya
@flowerpetals1749,"Semoga indonesia makin maju, jadi bbrp dusun yg terpencil juga merasakan fasilitas yg gak jauh beda dr jakarta.<br>Aku tinggal di jawa pelosok aja masih terasa bgt perbedaannya kalo pas pulkam.",1,1,0,2023-09-13T02:53:23Z,Semoga indonesia makin maju jadi beberapa dusun yang terpencil juga merasakan fasilitas yang gak jauh beda dari jakarta Aku tinggal di jawa pelosok aja masih terasa banget perbedaannya kalau pas pulang kampung
@ZanyCell-o4g,Buat apa  pindah lbih baik membayar hutangnya dong ...kita tau itu bgis tapi mmbuang biayanya besar,2,0,1,2023-09-13T01:34:57Z,Buat apa  pindah lebih baik membayar hutangnya dong kita tau itu bagus tapi membuang biayanya besar
@aantv5189,Semoga benar2 jadi forest city dengan energi ramah lingkungan dan terbarukan sesuai dengan konsep awal. 😀 dan yg paling penting tidak jadi ladang korupsi bagi para pejabat terkait.,1,0,0,2023-09-13T00:41:04Z,Semoga benar jadi forest city dengan energi ramah lingkungan dan terbarukan sesuai dengan konsep awal  dan yang paling penting tidak jadi ladang korupsi bagi para pejabat terkait
@rataknyana.4714,Jakarta sarang kadrun= kadal gurun (dabba) nusantara sarang katro =kadal tropis (biawak),3,0,0,2023-09-12T06:26:20Z,Jakarta sarang kadrun kadal gurun dan nusantara sarang katro kadal tropis biawak
@luhutsianipar5627,Banyak orang tdk sadar klu 50 tahun yad Jakarta itu besar peluangnya utk tenggelam sebab penurunan permukaan tanah yg terus menerus.<br>Mari gunakan akal sehat.,3,0,0,2023-09-11T05:13:35Z,Banyak orang tidak sadar kalau  tahun yang Jakarta itu besar peluangnya untuk tenggelam sebab penurunan permukaan tanah yang terus menerus Mari gunakan akal sehat
@RaishHasn,BEM UI DEBAT ISSUENYA IKN DUA KALI MASUK KELOBANG YG SAMA BODOOOH... PARU PARU HUTAN INDONESIA  LAYAK DIJADIKAN IBUKOTA. SEPERTI HALNYA GUNUNG DIPAPUA YANG MASUK MENURUN KEDALAM PERUT BUMI.ALAM LINDUNG TERJUAL DEMI BAYAR UTANG,3,1,0,2023-09-10T15:15:50Z,BEM UI DEBAT ISSUENYA IKN DUA KALI MASUK KELOBANG YANG SAMA BODOH PARU PARU HUTAN INDONESIA  LAYAK DIJADIKAN IBUKOTA SEPERTI HALNYA GUNUNG DIPAPUA YANG MASUK MENURUN KEDALAM PERUT BUMI ALAM LINDUNG TERJUAL DEMI BAYAR UTANG
@masyogidestriyono8286,Jaminannya apa pindah ibukota buat kepadatan Jakarta berkurang ?,3,0,0,2023-09-10T04:37:26Z,Jaminannya apa pindah ibukota buat kepadatan Jakarta berkurang
@dasanhasan,Buat cari untung masuk kantong,2,0,0,2023-09-09T22:37:50Z,Buat cari untung masuk kantong
@EdyBanar,"Hanya orang orang yang tak suka dengan pembangunan IKN di kalimantan oleh presiden jokowi demi kemajuan negara , bangsa indonesia.",1,0,0,2023-09-09T22:27:13Z,Hanya orang orang yang tak suka dengan pembangunan IKN di kalimantan oleh presiden jokowi demi kemajuan negara  bangsa indonesia
@MSholehudin_Lcnt,Orang jawa sudah ndak ada pamor  ibu kota pindah,3,0,0,2023-09-09T12:28:05Z,Orang jawa sudah tidak ada pamor  ibu kota pindah
@sutaritari946,"IKN ,dibangun intuk anak cucu kita serta cicit ,bukan untuk orang orang yg udah berumur 50 thn keatas ,disamping itu turut juga dibangun pasar.modern ,industri / pabrik &amp; perkantoran untuk usaha bagi penduduk IKN ,demikian",1,0,0,2023-09-09T09:23:41Z,IKN dibangun untuk anak cucu kita serta cicit bukan untuk orang orang yang udah berumur  tahun keatas disamping itu turut juga dibangun pasar modern industri  pabrik dan perkantoran untuk usaha bagi penduduk IKN demikian
@rayzoridho,"Saya orang Kalimantan asli moga aja ada hikmah nya , <br><br>takut nya makin buruk , seperti banyak utang , banyak investor asing",1,0,1,2023-09-09T07:01:28Z,Saya orang Kalimantan asli semoga aja ada hikmahnya  takut nya makin buruk  seperti banyak utang  banyak investor asing
@sugionosugiono2252,Non sens,3,0,0,2023-09-09T03:20:21Z,Non sens
@triharyanto3515,"1 Minggu yang lalu, saya tersesat di dalam Ibukota,sampai 2 jam muter2 di dalamnya baru bisa keluar,pembangunannya sudah berjalan.Mabes Polrinya blm di bangun,gedung kementrian dan Istana sudah dibangun.",3,0,0,2023-09-08T23:51:23Z,Minggu yang lalu saya tersesat di dalam Ibukota sampai  jam muter di dalamnya baru bisa keluar pembangunannya sudah berjalan Mabes Polrinya belum di bangun gedung kementerian dan Istana sudah dibangun
@darulfamily1132,Mang krak emang uang nya Mbah yg di pekek bangung  sedangkan hutang nya milecit  tinggi bayar bungah nya aja gak mampu apalagi bayar babong nya ke pirit pirit metu tsi nya kuning,2,0,0,2023-09-08T18:00:04Z,Mangkrak emang uang nya Mbah yang di pakai bangun  sedangkan hutang nya melejit  tinggi bayar bunganya aja gak mampu apalagi bayar babong nya ke pirit pirit metu tai nya kuning
@darulfamily1132,😂😂😂😂ibu kota buat ke pulauan  Pulo nya habis terjual jadi ibukota jadi mang krak   jakarta ke hilangan ibu kota Jakarta ibu kota Indonesia  jadi lagu jakarta hilang  mankanya Indonesia jadi hancur lebur ke deldb hutang dasar niat ancur negara ranya sendiri,2,0,0,2023-09-08T17:56:00Z,ibu kota buat kepulauan  Pulaunya habis terjual jadi ibukota jadi mangkrak   jakarta ke hilangan ibu kota Jakarta ibu kota Indonesia  jadi lagu jakarta hilang  makanya Indonesia jadi hancur lebur ke deldb hutang dasar niat ancur negara rasnya sendiri
@ancapratama216,Permainan tingkat tinggi dgn keuangan superbesar proyek dll,2,0,0,2023-09-08T04:24:48Z,Permainan tingkat tinggi dengan keuangan super besar proyek dan lain lain
@masadepan3320,Buat proyek,3,0,0,2023-09-08T01:12:55Z,Buat proyek
@ediutomo2617,Kenapa tidak dari dulu,1,0,1,2023-09-07T23:48:38Z,Kenapa tidak dari dulu
@kkumbuarifin,Kalau pak Ganjar yang jadi presiden nya pasti di lanjutin sesuai harapan pak Jokowi,3,0,0,2023-09-07T08:22:34Z,Kalau pak Ganjar yang jadi presidennya pasti di lanjutin sesuai harapan pak Jokowi
@MuhammadYusuf-dy4dh,Biar negara ibu kotanya pindah. Tapi Rakyat mengingat kan pada elit politik elit partai dan pejabat mudahkanlah rakyat mencari nafkah,3,0,0,2023-09-05T08:47:29Z,Biar negara ibu kotanya pindah Tapi Rakyat mengingatkan pada elit politik elit partai dan pejabat mudahkanlah rakyat mencari nafkah
@NETIZEN62_KREATOR.,Sangat dekat sekali dengan malaysia 😂,3,0,0,2023-09-05T01:16:39Z,Sangat dekat sekali dengan malaysia
@julianapadlan9996,"Tapi masyarakat disana tidak bisa berbuat apa&quot;<br>SDM mereka kalah dengan yang lain ,sehingga sulit untuk mencari pekerjaan <br>Mendapatkan air pun sulit..<br>Itu sudah banyak beritanya..<br><br>Ya kita cukup bisa mendokan yang terbaik saja 🙏",3,0,0,2023-09-04T23:28:14Z,Tapi masyarakat disana tidak bisa berbuat apa SDM mereka kalah dengan yang lain sehingga sulit untuk mencari pekerjaan Mendapatkan air pun sulit Itu sudah banyak beritanya Ya kita cukup bisa mendokan yang terbaik saja
@DjuandaMoidady,Saya merasa bersyukur pemerintah memindahkan pusat ibu kota negara karena letaknya sudah adil pas ditengah tengah wilayah NKRI dan pasti pertumbuhan penduduknya merata begitu juga ekonominya jadi tidak berpusat di Jakarta saja,1,0,0,2023-09-04T13:16:20Z,Saya merasa bersyukur pemerintah memindahkan pusat ibu kota negara karena letaknya sudah adil pas ditengah tengah wilayah NKRI dan pasti pertumbuhan penduduknya merata begitu juga ekonominya jadi tidak berpusat di Jakarta saja
@yeshanovia8829,"Di Saat NKRI terpuruk karena beban Utang Luar negri Pemerintah Jokowi palah membangun IKN juga dengan UTANG . itu akan membebani anak cucu kita kedepanya , Apakah itu suatu Keberhasilan ???? 🤣🤣🤣",2,0,0,2023-09-04T00:24:34Z,Di Saat NKRI terpuruk karena beban Utang Luar negri Pemerintah Jokowi malah membangun IKN juga dengan UTANG  itu akan membebani anak cucu kita kedepanya  Apakah itu suatu Keberhasilan
@ahmadwahid1459,"Konsep bagus kedepan bakal berantakan,sebab kita itu selalu merusak konsep,yg merusak Pejabat,Polri,TNi,Tidak ada yg berani melarangnya,itu penyakitnya.Diatas puncak Bogor itu banyak bangunan pejabat.jadi hemat saya omong kosong teratur,ujung ujungnya akan berantakan,alias melanggar",3,0,0,2023-09-03T07:20:11Z,Konsep bagus kedepan bakal berantakan sebab kita itu selalu merusak konsep yang merusak Pejabat Polri TNT tidak ada yang berani melarangnya itu penyakitnya Diatas puncak Bogor itu banyak bangunan pejabat jadi hemat saya omong kosong teratur ujung ujungnya akan berantakan alias melanggar
@khoirudin229,"Jakarta gk layak lagian yg bangun belanda apa gk malu, mikir dong yg maju sikit",1,0,1,2023-09-03T03:25:45Z,Jakarta tidak layak lagian yang bangun belanda apa tidak malu mikir dong yang maju dikit
@Salsabila-xd6gw,"IKN sudah terbangun,Langjutkan,oke",1,0,0,2023-09-02T07:21:02Z,IKN sudah terbangun Lanjutkan oke
@bijaijah523,YA BUAT BAGI2 JATAH PROYEK JUGA DAN IMPOR RAS TERTENTU?🤔🤔,3,0,2,2023-09-01T23:43:08Z,YA BUAT BAGI JATAH PROYEK JUGA DAN IMPOR RAS TERTENTU
@MuhammadSyukur-m4m,Tunggu aja nanti,3,0,0,2023-08-31T14:42:03Z,Tunggu aja nanti
@blackmamba1548,kalo sampe pindah kasian warga lokal sekitaran ikn,2,0,0,2023-08-31T08:13:25Z,kalo sampe pindah kasian warga lokal sekitaran ikn
@ikhsanwelly6753,Tidak Ada Guna IKN 😅😅😅😅😅,2,0,0,2023-08-31T05:36:19Z,Tidak Ada Guna IKN
@KaniaNazwawidiasari-iy2yf,Buat bancakan ladang korupsi,2,0,0,2023-08-30T20:36:17Z,Buat bancakan ladang korupsi
@ajegkuham4724,Ga sabar menunggu kalian masuk oenjara semua..!,3,0,1,2023-08-30T17:22:36Z,tidak sabar menunggu kalian masuk penjara semua
@SuDarnoDarno-sy7dt,Yang pasti nanti penghuni IKN orang mata sipit..pribumi tersingkir..,2,0,0,2023-08-30T14:59:39Z,Yang pasti nanti penghuni IKN orang mata sipit pribumi tersingkir
@Goohl553,"IKN layak di Kalimantan untuk kemajuan bangsa indonesia, hanya orang bodoh yg menolak IKN di kalimantan",1,0,0,2023-08-30T14:48:24Z,IKN layak di Kalimantan untuk kemajuan bangsa indonesia hanya orang bodoh yang menolak IKN di kalimantan
@suudi2752,"Pindah ya pindahlah... Gak masalah...tapi jangan diserahkan Cina.<br>Jika diserahin Cina ,berarti jual negara...",1,0,0,2023-08-30T13:41:54Z,Pindah ya pindahlah Gak masalah tapi jangan diserahkan Cina Jika diserahin Cina berarti jual negara
@Suwarno-og3my,"Yg jelas jakarta sdh multi problem,,,,,banjir,,macet,,,padat,,,yg lebih  parah lagi  polusi  udara dan  air  laut  naik  ke  komplek warga,,,,,,,,,,,,ikn  solusi nx",1,0,0,2023-08-30T12:20:20Z,Yang jelas jakarta sudah multi problem banjir macet padat yang lebih  parah lagi  polusi  udara dan  air  laut  naik  ke  kompleks warga ikn  solusinya
@erenmikasa2247,IKN...  Yes.. 😂👍👍,1,0,0,2023-08-30T11:42:48Z,IKN  Yes
@nawhki7195,Aku msih hidup nga ya 2045?,3,0,0,2023-08-30T08:42:44Z,Aku masih hidup tidak ya
@muhammadyahya9032,Sila ke 5 hannya patung tampa arti,3,0,0,2023-08-30T06:21:19Z,Sila ke  hanya patung tanpa arti
@Takyah8302,Setuju pemindahan IKN ke Kalimantan...Krn Kalimantan daerah yg strategis Indonesia dr segala penjuru...terletak ditengah n mudah dijangkau...pak Jokowi the best,1,0,0,2023-08-30T05:38:31Z,Setuju pemindahan IKN ke Kalimantan karena Kalimantan daerah yang strategis Indonesia dari segala penjuru terletak ditengah dan mudah dijangkau pak Jokowi the best
@dwisatrio7921,D pindah guna dapat proyek besar bos haa,3,0,0,2023-08-30T03:35:03Z,Di pindah guna dapat proyek besar bos 
@hardi6584,Pindahlan pak jokowi jakarta kumuh banjir,1,0,0,2023-08-30T01:21:55Z,Pindahlah pak jokowi jakarta kumuh banjir
@siswoyo2366,saya stuju kalimantan jadi raja dari segala raja! dan saatnya jawa tunduk..ya gantian masa jawa mulu 😊,1,0,4,2023-08-29T20:10:00Z,saya setuju kalimantan jadi raja dari segala raja dan saatnya jawa tundukya gantian masa jawa mulu
@RyanSyah-d2o,Bwat nambah hutang negara jauh lebih besar min😂😂😂,2,0,0,2023-08-29T12:21:18Z,untuk nambah hutang negara jauh lebih besar maju
@crossix1568,Udah saatnya indonesia maju....,1,0,0,2023-08-29T12:10:08Z,Udah saatnya indonesia maju
@akiaki335,Buat tempat tinggal tki cina tiobgkok,3,0,0,2023-08-29T10:49:40Z,Buat tempat tinggal tki cina tiobgkok
@pedrominuvan6583,pindah aja kalau perlu pindah aja ke afrika beserta pejabat nya yg korup,1,0,0,2023-08-29T09:39:52Z,pindah aja kalau perlu pindah aja ke afrika beserta pejabatnya yang korup
@cantaloupekrab1372,Tahun 2025 siapa yg bisa nyewa gedung senayan buat nikahan ya? Wow banget gak tuh,3,0,0,2023-08-29T05:12:57Z,Tahun  siapa yg bisa nyewa gedung senayan buat nikahan ya Wow banget gak tuh
@MANXONE,DPR IKUTAN KE SANA GX YAH,3,0,0,2023-08-29T03:39:02Z,DPR IKUTAN KE SANA GX YAH
@nexyssx,"yang penting nanti tata kotanya harus rapi dan terrencana, klo org masih bangun rumah sembarangan gk ada bedanya sama kota kota lain",3,0,0,2023-08-28T23:05:40Z,yang penting nanti tata kotanya harus rapi dan terrencana klo org masih bangun rumah sembarangan gk ada bedanya sama kota kota lain
@sandikurnia6022,Ngacooooo😂😂😂😂,2,1,0,2023-08-28T19:16:29Z,Ngacooooo
@Tmobil4576,Sebenernya kita tinggal contoh China. Langkah awal rombak Hukum. <br>Hukum bobrok Negara bobrok <br>Mana ada hukum bobrok Negara maju. <br>Sekarang tinggal tunggu kena dampaknya perang saudrara  .,2,0,0,2023-08-28T17:10:04Z,Sebenernya kita tinggal contoh China Langkah awal rombak Hukum Hukum bobrok Negara bobrok Mana ada hukum bobrok Negara maju Sekarang tinggal tunggu kena dampaknya perang saudrara
@anugrahuga8406,"Sy yakin Indonesia masa depan lbh baik,keren",1,0,0,2023-08-28T17:02:42Z,Sy yakin Indonesia masa depan lbh baikkeren
@Budy97,Mungkin IKN akan dijadikan Hongkong yang di sewa inggris 40 Th,2,0,0,2023-08-28T14:04:17Z,Mungkin IKN akan dijadikan Hongkong yang di sewa inggris  Th
@SturgeonXavier,"Pusat ekonomi jkt ,pusat pemerintahan IKN",1,0,0,2023-08-28T13:58:42Z,Pusat ekonomi jkt pusat pemerintahan IKN
@safarikids105,Buat nampung penduduk China yang udah gak bisa nampung di negaranya mungkin 🤣,2,0,0,2023-08-28T13:39:17Z,Buat nampung penduduk China yang udah gak bisa nampung di negaranya mungkin
@lintangmartua7440,Gua harap keturunan gua bisa tinggal disana ...om REGAR Gitu loh,3,0,0,2023-08-28T13:32:25Z,Gua harap keturunan gua bisa tinggal disana om REGAR Gitu loh
@Dr_Fizz,Nanti di masa depan gw bakal ceritain ke anak gw kalo dulu Jakarta pernah jadi ibu kota,3,0,0,2023-08-28T10:37:06Z,Nanti di masa depan gw bakal ceritain ke anak gw kalo dulu Jakarta pernah jadi ibu kota
@pasaribupasaribu7698,Supaya yg mau demo ber jilid2 pada berenang kesana biar dimakan ikan hiu 🤣🤣🤣,2,0,0,2023-08-28T00:37:57Z,Supaya yg mau demo ber jilid pada berenang kesana biar dimakan ikan hiu
@hajiagussuherman6362,Cari proyek Bro.. ciptaken duit besar banyak..gimana ja caranya dengan bermacam alasan ..padahal ekonomi rakyat lg sangat prihatin... utang juga masih sangat banyak.. rakyat biarin ja mau susah ke ..pengusaha mau pd bangkrut ke e g p.. emang gue pikirin,2,0,0,2023-08-27T23:35:23Z,Cari proyek Bro ciptaken duit besar banyakgimana ja caranya dengan bermacam alasan padahal ekonomi rakyat lg sangat prihatin utang juga masih sangat banyak rakyat biarin ja mau susah ke pengusaha mau pd bangkrut ke e g p emang gue pikirin
@poeplepower2.0,"Jadi paham konten ytb ini condong kemana. Dari konten IKN ini, yng bilangnya objektif. Over all gk masalah pilihan selera.   Trims ilmunya, saya stop gk lihat lagi",2,0,1,2023-08-27T18:42:18Z,Jadi paham konten ytb ini condong kemana Dari konten IKN ini yng bilangnya objektif Over all gk masalah pilihan selera   Trims ilmunya saya stop gk lihat lagi
@Sopendiid,"Ada satu cara agar ibu kota negara jakarta biar gak padet dan gak mengeluarkan anggaran,, usir aja buang ke laut manusia&quot; yang gak penting berada di jakarta,",3,0,0,2023-08-27T17:49:45Z,Ada satu cara agar ibu kota negara jakarta biar gak padat dan gak mengeluarkan anggaran usir aja buang ke laut manusia yang gak penting berada di jakarta
@davidjhon5943,Ending nya buat proyek korupsi😂😂😂😂😂,2,0,0,2023-08-27T15:39:53Z,Ending nya buat proyek korupsi
@latifahmaman7107,Ibukota pindah karena penduduk sdh terlalu padat dan sangat tepat hal ini sdh pernah direncanakan oleh presiden Soekarno,3,0,0,2023-08-27T10:29:41Z,Ibukota pindah karena penduduk sudah terlalu padat dan sangat tepat hal ini sudah pernah direncanakan oleh presiden Soekarno
@siswantorosiswantoro1556,"Bila IKN jadi maka bagi warga suku dayak bisa memilih kehidupan bagi yang ingin tetap tinggal di hutan maka jangan boleh hutan dirambah orang luar, bagi suku dayak yang tinggal ingin berkebun maka berkebun cara modern minta traktor tanam bibit, olah tanah, pupuk, traktor panen jadi bisa swasembada bekerjasama dengan oemerintah, bila ada yang ingin hidup modern maka bekerja membangun usaha di kalimantan secara modern semua bersenergi dengan pemerintah sehingga adat budaya tetap lestari kalimantan bisa sejahtra bekerjasama dari pada sendiri sendiri.... wadah suku Dayak di perkuat... untuk anak cucu... pemerintahan tetap dikendalukan bangsa Indonesia suku Dayaj. 👍👍",3,1,0,2023-08-27T06:40:49Z,Bila IKN jadi maka bagi warga suku dayak bisa memilih kehidupan bagi yang ingin tetap tinggal di hutan maka jangan boleh hutan dirambah orang luar bagi suku dayak yang tinggal ingin berkebun maka berkebun cara modern minta traktor tanam bibit olah tanah pupuk traktor panen jadi bisa swasembada bekerjasama dengan pemerintah bila ada yang ingin hidup modern maka bekerja membangun usaha di kalimantan secara modern semua bersinergi dengan pemerintah sehingga adat budaya tetap lestari kalimantan bisa sejahtera bekerjasama dari pada sendiri sendiri wadah suku Dayak di perkuat untuk anak cucu pemerintahan tetap dikendalikan bangsa Indonesia suku Dayak
@巫女-e7u,Kelimentan.roghiya mari.indonasia pegi balek,3,0,0,2023-08-27T06:23:10Z,Kelimentanroghiya mariindonasia pegi balek
@elisabethpatriciaa1871,"Minggu, 26 Agustus 2023, di Asrama Putri Elisabeth III Pringsewu. Bersama Elsa, Dipta, dan Rona di aula atas.<br>Sambil menikmati makan siang.",3,0,0,2023-08-27T05:47:27Z,Minggu  Agustus  di Asrama Putri Elisabeth III Pringsewu Bersama Elsa Dipta dan Rona di aula atas Sambil menikmati makan siang
